r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win
8,27,76,57,14,39,42,78,75,23,1
54,27,13,78,107,21,58,41,68,16,1
19,63,60,112,107,41,76,78,30,23,0
48,108,11,27,71,46,55,81,103,3,0
12,76,65,30,23,49,8,104,60,50,1
11,81,55,51,30,77,35,69,107,3,1
94,6,27,13,85,41,108,76,100,50,1
33,9,12,7,3,109,49,92,30,107,0
109,15,64,3,107,45,53,103,81,37,1
72,29,76,51,37,38,20,19,86,30,1
27,61,19,16,65,12,34,69,100,75,1
19,54,55,100,87,72,43,103,65,3,0
12,39,65,83,85,72,17,50,62,16,0
77,15,57,87,16,109,11,60,86,14,0
19,18,27,104,16,108,39,12,68,88,1
47,81,69,79,100,8,19,34,87,28,1
8,76,100,65,112,72,21,29,68,51,0
80,49,74,7,20,108,106,51,15,26,0
17,102,70,86,7,49,109,38,90,88,1
49,46,38,66,90,58,54,39,89,87,0
80,66,17,78,30,49,15,16,88,90,0
54,94,65,51,3,39,48,55,107,79,1
54,30,78,100,34,27,39,19,13,107,1
35,12,78,30,16,109,72,38,90,3,0
109,72,57,3,16,19,94,70,86,91,1
63,49,65,103,86,19,39,69,100,87,1
61,19,47,66,107,72,43,89,65,37,0
63,76,86,100,65,9,94,16,104,30,1
27,17,67,78,62,72,64,34,16,100,1
12,33,19,87,3,67,47,104,100,30,1
49,77,22,88,3,27,72,69,34,100,0
35,72,29,16,30,54,78,76,60,112,1
63,57,34,60,87,72,27,15,17,16,0
27,42,106,65,103,12,72,19,28,68,1
20,98,13,62,30,77,46,49,86,100,1
8,47,104,30,7,42,27,39,13,100,0
48,47,78,7,87,72,30,100,65,34,0
53,109,45,103,86,15,79,106,29,100,1
49,19,63,52,23,8,27,76,78,51,0
39,11,29,51,87,35,15,30,69,62,0
109,34,104,75,62,27,12,74,38,103,0
109,27,55,101,60,52,8,78,100,3,0
27,74,45,21,102,11,19,16,88,112,1
80,49,102,86,68,78,54,17,90,16,1
10,38,101,84,34,12,39,19,3,85,1
63,36,42,20,88,74,41,70,84,112,0
22,4,2,20,7,54,17,84,119,75,0
19,72,86,51,37,10,49,36,84,88,0
53,19,106,119,75,46,12,27,9,7,0
56,64,114,21,69,9,27,49,67,119,0
6,113,9,85,112,56,27,17,7,51,1
6,46,9,7,5,21,35,39,26,22,1
74,36,106,20,75,45,73,34,112,7,0
59,99,30,20,44,61,114,19,50,84,0
109,99,34,26,112,9,27,67,74,103,1
49,27,53,9,84,17,54,70,75,119,0
114,49,36,84,88,11,8,27,2,7,1
73,109,65,31,71,4,12,9,84,83,0
47,10,38,71,3,109,53,64,30,62,0
15,57,34,111,107,12,53,17,100,68,0
66,64,108,54,86,109,19,39,89,3,1
12,49,78,16,68,43,8,13,103,111,0
49,12,25,68,103,41,108,40,16,30,0
10,45,57,16,3,43,72,78,86,103,0
12,72,49,3,7,19,54,76,90,87,1
63,43,108,89,87,6,47,53,57,30,1
102,8,47,100,20,49,54,78,103,50,0
38,52,98,103,3,102,54,13,83,20,0
80,38,43,66,16,45,49,15,30,103,0
76,47,27,57,16,109,43,102,86,87,1
92,108,15,88,30,38,72,98,90,87,1
43,54,30,69,65,95,92,66,19,90,1
19,63,53,102,87,40,49,18,107,68,0
48,86,57,47,103,45,43,81,16,30,1
48,53,43,29,62,95,66,47,19,100,1
54,45,97,3,88,48,43,61,119,89,1
72,49,57,68,86,46,15,66,13,3,1
76,54,29,16,30,95,19,33,87,60,0
81,40,108,86,62,54,39,16,3,100,1
54,78,13,83,86,92,109,19,66,71,1
47,12,78,107,86,48,49,37,16,7,1
19,11,3,16,88,45,76,72,103,87,1
45,53,93,107,68,92,63,108,86,88,1
43,15,54,119,100,109,19,102,103,87,1
49,92,29,68,51,80,72,60,65,30,0
12,15,7,65,86,53,43,19,54,88,1
12,43,108,66,87,35,9,16,86,68,1
53,72,13,30,107,49,41,68,100,65,1
58,10,43,69,30,45,49,66,70,87,0
35,15,57,30,51,11,41,40,3,103,0
73,39,108,51,3,92,76,30,103,16,0
45,108,12,86,107,66,54,19,88,87,1
54,43,50,62,16,33,92,6,119,87,0
15,95,7,65,87,43,19,53,63,16,0
49,57,34,16,3,43,72,102,107,86,0
49,109,120,60,30,53,64,54,62,26,0
53,11,102,100,68,39,72,60,119,30,0
66,54,64,60,30,43,70,63,19,3,1
43,41,96,90,86,11,66,8,16,87,1
109,59,36,27,88,67,58,37,19,7,1
93,84,25,31,34,109,9,17,88,37,1
19,114,34,31,7,27,53,25,17,75,0
49,61,9,84,7,27,74,57,63,88,0
109,45,22,18,20,42,9,17,110,84,1
67,21,84,34,65,73,58,27,19,2,1
25,63,78,7,20,45,36,4,112,88,1
33,49,27,36,75,56,67,2,86,30,1
49,9,67,70,27,12,52,19,110,3,1
33,70,106,88,112,40,114,22,110,83,1
77,49,33,45,110,58,17,114,85,88,1
27,46,63,6,112,48,23,70,79,86,1
49,9,12,79,51,45,52,19,44,85,1
49,27,36,33,31,94,9,6,112,20,0
48,2,22,112,88,12,45,73,3,7,1
12,19,78,23,75,52,33,63,88,101,0
19,43,70,97,111,49,33,36,85,88,0
45,33,4,30,88,23,114,58,75,107,1
67,58,88,22,112,8,25,97,83,79,1
61,19,97,112,88,72,91,41,9,26,1
9,33,49,88,86,109,106,63,7,85,1
48,2,86,101,110,63,88,78,7,5,1
27,52,9,2,85,12,36,96,75,112,0
63,45,23,2,110,72,27,70,36,86,0
109,25,19,64,70,9,6,74,112,3,0
109,19,17,88,3,49,12,110,112,7,0
12,36,22,101,88,33,109,106,7,3,1
59,109,57,7,75,45,94,22,85,88,1
58,18,106,103,3,41,63,17,7,31,0
58,81,22,7,110,10,74,36,107,79,1
8,19,25,70,3,18,78,13,75,110,0
45,12,25,112,88,109,74,36,100,3,1
70,9,36,7,75,25,45,41,88,110,0
73,63,69,100,3,19,36,103,2,110,0
63,92,72,7,20,45,12,96,86,85,1
58,6,9,32,86,4,63,70,110,7,0
8,21,64,97,110,72,17,3,2,91,0
49,12,96,110,112,109,45,78,88,119,1
104,67,70,97,86,109,25,40,7,2,1
95,114,13,63,3,9,48,110,2,86,1
41,52,96,85,79,74,12,65,110,112,1
61,36,114,7,110,9,73,3,70,32,1
49,36,12,88,87,77,114,63,112,79,1
